layer,module,module_path,raw_grad_norm,mean_batch_grad_norm,normalized_grad_norm,relative_grad_norm,parameter_count,weight_norm,batches
15,v_proj,base_model.model.model.language_model.layers.15.self_attn.v_proj,5.834188171459257,5.648598402234506,0.030386396726350295,2.4641361127213193,36864,2.3676403837179625,32
16,k_proj,base_model.model.model.language_model.layers.16.self_attn.k_proj,2.340394133653247,2.1832280139106737,0.012189552779443995,1.0041492871322601,36864,2.33072329348174,32
16,o_proj,base_model.model.model.language_model.layers.16.self_attn.o_proj,9.150572432481038,8.896669949488269,0.035744423564379055,3.83060153042639,65536,2.3888082223625706,32
16,q_proj,base_model.model.model.language_model.layers.16.self_attn.q_proj,3.195960139296795,3.0657021268619995,0.012484219294128105,1.3538942431348462,65536,2.3605685270478896,32
16,v_proj,base_model.model.model.language_model.layers.16.self_attn.v_proj,7.533724158979397,7.297878134342423,0.039238146661351024,3.2036669515153777,36864,2.3515940554971357,32
17,k_proj,base_model.model.model.language_model.layers.17.self_attn.k_proj,2.3635570224339246,2.234541483911433,0.01231019282517669,1.0097009174172693,36864,2.3408486430602604,32
17,o_proj,base_model.model.model.language_model.layers.17.self_attn.o_proj,14.447009439290113,13.993599824304583,0.056433630622227005,6.024796626701152,65536,2.3979248320610083,32
17,q_proj,base_model.model.model.language_model.layers.17.self_attn.q_proj,3.1557004080956124,3.0189731306156258,0.012326954719123486,1.3356124205308577,65536,2.3627366439434576,32
17,v_proj,base_model.model.model.language_model.layers.17.self_attn.v_proj,8.462802415519192,8.203838651496211,0.04407709591416246,3.5689284753973047,36864,2.3712446113321217,32
18,k_proj,base_model.model.model.language_model.layers.18.self_attn.k_proj,2.239371965118285,2.1339502034591487,0.011663395651657735,0.9637283083478312,36864,2.3236548576189398,32
18,o_proj,base_model.model.model.language_model.layers.18.self_attn.o_proj,15.909698362856762,15.448019060449191,0.06214725922990923,6.65903994773408,65536,2.389188004235327,32
18,q_proj,base_model.model.model.language_model.layers.18.self_attn.q_proj,2.5563559755511713,2.4379419329594714,0.009985765529496763,1.08908912074161,65536,2.3472422291844617,32
18,v_proj,base_model.model.model.language_model.layers.18.self_attn.v_proj,11.703654818051527,11.285484945503521,0.060956535510685035,4.956019256363698,36864,2.361503096062163,32
19,k_proj,base_model.model.model.language_model.layers.19.self_attn.k_proj,2.000739368862476,1.8936686800438305,0.010420517546158728,0.8570075315794142,36864,2.3345645109727036,32
19,o_proj,base_model.model.model.language_model.layers.19.self_attn.o_proj,11.853086736895635,11.463971028615331,0.046301120065998576,4.957396714577848,65536,2.39099015457754,32
19,q_proj,base_model.model.model.language_model.layers.19.self_attn.q_proj,3.5469865187669742,3.3700985824153005,0.013855416088933493,1.503709141225795,65536,2.358824869465138,32
19,v_proj,base_model.model.model.language_model.layers.19.self_attn.v_proj,7.54655245742718,7.323741230623153,0.039304960715766564,3.195428067526108,36864,2.3616718317388083,32
2,k_proj,base_model.model.model.language_model.layers.2.self_attn.k_proj,0.5801437229569534,0.5214386804106068,0.003021581890400799,0.24860714930657965,36864,2.3335761846546004,32
2,o_proj,base_model.model.model.language_model.layers.2.self_attn.o_proj,8.828948430757846,7.946716094374731,0.034488079807647835,3.664044315974295,65536,2.4096183532121125,32
2,q_proj,base_model.model.model.language_model.layers.2.self_attn.q_proj,0.6427753202331508,0.5475625741123893,0.002510841094660745,0.27324902100083437,65536,2.3523426282684277,32
2,v_proj,base_model.model.model.language_model.layers.2.self_attn.v_proj,9.545278140554132,8.575170388589077,0.0497149903153861,4.032810034087472,36864,2.366904976894099,32
20,k_proj,base_model.model.model.language_model.layers.20.self_attn.k_proj,2.0460858477555806,1.9089782986243233,0.010656697123726981,0.8778768684232144,36864,2.33072076660335,32
20,o_proj,base_model.model.model.language_model.layers.20.self_attn.o_proj,14.733679300276782,14.311658017261413,0.05755343476670618,6.1372073801204206,65536,2.4007139383941674,32
20,q_proj,base_model.model.model.language_model.layers.20.self_attn.q_proj,2.1998442168595225,2.0435436036918966,0.00859314147210751,0.9395707702260184,65536,2.3413289201508465,32
20,v_proj,base_model.model.model.language_model.layers.20.self_attn.v_proj,8.99338047755223,8.720144268513954,0.04684052332058453,3.8263066816234246,36864,2.3504076452472686,32
21,k_proj,base_model.model.model.language_model.layers.21.self_attn.k_proj,1.9728458148218095,1.907243921387724,0.010275238618863591,0.8473830326405376,36864,2.3281629898504814,32
21,o_proj,base_model.model.model.language_model.layers.21.self_attn.o_proj,12.243938482103404,12.040259625921331,0.04782788469571642,5.175532205480861,65536,2.3657351545667056,32
21,q_proj,base_model.model.model.language_model.layers.21.self_attn.q_proj,4.816781362566286,4.671493288339198,0.018815552197524555,2.051578086258179,65536,2.3478420806051012,32
21,v_proj,base_model.model.model.language_model.layers.21.self_attn.v_proj,8.430239181503861,8.240151397232843,0.04390749573699928,3.579752116318084,36864,2.3549784754848093,32
22,k_proj,base_model.model.model.language_model.layers.22.self_attn.k_proj,2.518017983835542,2.3803708031540616,0.013114676999143447,1.0790649222862776,36864,2.333518523148164,32
22,o_proj,base_model.model.model.language_model.layers.22.self_attn.o_proj,6.963139016606655,6.806636325606032,0.027199761783619745,2.946826727700136,65536,2.3629278746355475,32
22,q_proj,base_model.model.model.language_model.layers.22.self_attn.q_proj,5.082643990019418,4.969160901118781,0.01985407808601335,2.1488168907591416,65536,2.3653220578611767,32
22,v_proj,base_model.model.model.language_model.layers.22.self_attn.v_proj,7.131577381681855,6.974884808854639,0.037143632196259664,3.0251300930414025,36864,2.3574448576883817,32
23,k_proj,base_model.model.model.language_model.layers.23.self_attn.k_proj,3.3620845429069193,3.0955741787388322,0.01751085699430687,1.436752995700637,36864,2.3400574440883286,32
23,o_proj,base_model.model.model.language_model.layers.23.self_attn.o_proj,26.813426820963496,26.11325111949474,0.10473994851938866,11.18412791425381,65536,2.3974535186404173,32
23,q_proj,base_model.model.model.language_model.layers.23.self_attn.q_proj,4.158604007678533,4.061738899644438,0.01624454690499427,1.7737047893879647,65536,2.344586332831479,32
23,v_proj,base_model.model.model.language_model.layers.23.self_attn.v_proj,10.08147557013455,9.823220099760446,0.05250768526111745,4.286746146482985,36864,2.351778067941229,32
24,k_proj,base_model.model.model.language_model.layers.24.self_attn.k_proj,2.6976828846493843,2.524073445003556,0.01405043169088221,1.1549474864582767,36864,2.335762375587182,32
24,o_proj,base_model.model.model.language_model.layers.24.self_attn.o_proj,13.961049546868216,13.69388236460267,0.05453534979245397,5.877528435176448,65536,2.375326585118123,32
24,q_proj,base_model.model.model.language_model.layers.24.self_attn.q_proj,3.1520255836272457,3.0175307733881525,0.012312599936043929,1.339980869146617,65536,2.3522914813204094,32
24,v_proj,base_model.model.model.language_model.layers.24.self_attn.v_proj,10.028977368225606,9.684791833034664,0.05223425712617503,4.269930811574486,36864,2.3487447012105727,32
25,k_proj,base_model.model.model.language_model.layers.25.self_attn.k_proj,1.9767472241776343,1.8149160283215553,0.010295558459258511,0.8477800421250485,36864,2.3316746395938557,32
25,o_proj,base_model.model.model.language_model.layers.25.self_attn.o_proj,8.96924829172915,8.636728259961382,0.03503612613956699,3.7676670898552103,65536,2.380584079701709,32
25,q_proj,base_model.model.model.language_model.layers.25.self_attn.q_proj,2.325594695621415,2.2142203517047703,0.009084354279771152,0.9885725399067893,65536,2.352477538815414,32
25,v_proj,base_model.model.model.language_model.layers.25.self_attn.v_proj,7.7038399502047294,7.462079662202334,0.0401241664073163,3.2866600565663107,36864,2.343972244653107,32
26,k_proj,base_model.model.model.language_model.layers.26.self_attn.k_proj,2.822505284595702,2.6446520090563648,0.014700548357269283,1.2184877950449255,36864,2.316400128152632,32
26,o_proj,base_model.model.model.language_model.layers.26.self_attn.o_proj,13.283411542332992,12.956535490709312,0.05188832633723825,5.575895024663851,65536,2.38229225686117,32
26,q_proj,base_model.model.model.language_model.layers.26.self_attn.q_proj,4.466927636919705,4.2479417452692765,0.017448936081717596,1.892864875457741,65536,2.359876658304835,32
26,v_proj,base_model.model.model.language_model.layers.26.self_attn.v_proj,9.310328694889806,9.016811890307801,0.04849129528588441,3.9366704212353016,36864,2.3650262020066055,32
27,k_proj,base_model.model.model.language_model.layers.27.self_attn.k_proj,2.915902314967632,2.760837627454076,0.01518699122378975,1.2568238032729546,36864,2.320056564311509,32
27,o_proj,base_model.model.model.language_model.layers.27.self_attn.o_proj,35.28099192064184,34.32797676541355,0.13781637469000718,14.402200773110042,65536,2.4496944929763522,32
27,q_proj,base_model.model.model.language_model.layers.27.self_attn.q_proj,5.402391759668764,5.15750132532867,0.02110309281120611,2.302098973066216,65536,2.346724368879283,32
27,v_proj,base_model.model.model.language_model.layers.27.self_attn.v_proj,10.43824342078659,10.145862192200429,0.05436585114993015,4.446622554884879,36864,2.347454341343884,32
28,k_proj,base_model.model.model.language_model.layers.28.self_attn.k_proj,3.827274473742639,3.5750090019481777,0.019933721217409578,1.6296998497203303,36864,2.3484535967759954,32
28,o_proj,base_model.model.model.language_model.layers.28.self_attn.o_proj,15.588098052507414,15.288121459033109,0.060891008017607086,6.487177489023951,65536,2.402909135579437,32
28,q_proj,base_model.model.model.language_model.layers.28.self_attn.q_proj,4.945942592442581,4.734244601930987,0.01932008825172883,2.1014091485521784,65536,2.353631417207885,32
28,v_proj,base_model.model.model.language_model.layers.28.self_attn.v_proj,9.943548542844841,9.68371112647396,0.05178931532731688,4.201063467097259,36864,2.3669122403692637,32
29,k_proj,base_model.model.model.language_model.layers.29.self_attn.k_proj,2.7303210004563483,2.5205731175637984,0.014220421877376814,1.1694494792575114,36864,2.3347062433074677,32
29,o_proj,base_model.model.model.language_model.layers.29.self_attn.o_proj,6.603099736678483,6.404479950590081,0.025793358346400324,2.7739522445340454,65536,2.3803941649272566,32
29,q_proj,base_model.model.model.language_model.layers.29.self_attn.q_proj,4.2585623060024815,4.096920785665497,0.016635009007822193,1.8035085852452875,65536,2.361265336267578,32
29,v_proj,base_model.model.model.language_model.layers.29.self_attn.v_proj,7.709667017215434,7.43145845818907,0.04015451571466372,3.2520442384936086,36864,2.3707140653115486,32
3,k_proj,base_model.model.model.language_model.layers.3.self_attn.k_proj,1.5801488188189394,1.484547025382722,0.008229941764681977,0.6754285117009321,36864,2.3394760384618265,32
3,o_proj,base_model.model.model.language_model.layers.3.self_attn.o_proj,8.37973462642644,7.7302123964166665,0.03273333838447828,3.4803274588946453,65536,2.4077431579051387,32
3,q_proj,base_model.model.model.language_model.layers.3.self_attn.q_proj,1.8141929876241871,1.6950999494536936,0.007086691357906981,0.7729400867782754,65536,2.3471327450297337,32
3,v_proj,base_model.model.model.language_model.layers.3.self_attn.v_proj,8.05258389373427,7.382994047654561,0.04194054111319933,3.3814618730759882,36864,2.38139130233805,32
30,k_proj,base_model.model.model.language_model.layers.30.self_attn.k_proj,3.565817611463422,3.217703631749988,0.01857196672637199,1.5293775616922662,36864,2.3315482721717795,32
30,o_proj,base_model.model.model.language_model.layers.30.self_attn.o_proj,10.086790981640185,9.809566396184898,0.03940152727203197,4.1632740107159725,65536,2.42280257212793,32
30,q_proj,base_model.model.model.language_model.layers.30.self_attn.q_proj,3.2940590376657233,3.0891486050756827,0.012867418115881732,1.4050280351465103,65536,2.3444792240895236,32
30,v_proj,base_model.model.model.language_model.layers.30.self_attn.v_proj,6.868658528342445,6.585955428025545,0.035774263168450234,2.939581665117417,36864,2.336610889177371,32
31,k_proj,base_model.model.model.language_model.layers.31.self_attn.k_proj,2.5785135875804235,2.3782160113309523,0.01342975826864804,1.1096998953199868,36864,2.323613436798413,32
31,o_proj,base_model.model.model.language_model.layers.31.self_attn.o_proj,12.57840675114243,12.224922759938261,0.049134401371650115,5.167011914708244,65536,2.434367669122649,32
31,q_proj,base_model.model.model.language_model.layers.31.self_attn.q_proj,3.002677932436189,2.75097815865491,0.011729210673578863,1.2850246176369613,65536,2.336669579106231,32
31,v_proj,base_model.model.model.language_model.layers.31.self_attn.v_proj,6.680458480466522,6.342380527054354,0.03479405458576314,2.803389056431725,36864,2.382993707254781,32
32,k_proj,base_model.model.model.language_model.layers.32.self_attn.k_proj,2.445665197475524,2.1928356865511707,0.01273783957018502,1.0520881311272274,36864,2.324582062202469,32
32,o_proj,base_model.model.model.language_model.layers.32.self_attn.o_proj,9.78428489636358,9.391628685288044,0.038219862876420235,4.053263711697484,65536,2.4139275389663513,32
32,q_proj,base_model.model.model.language_model.layers.32.self_attn.q_proj,2.0187559224451426,1.7990975073566675,0.007885765322051338,0.8641901180028316,65536,2.3360090336483847,32
32,v_proj,base_model.model.model.language_model.layers.32.self_attn.v_proj,4.473148045687731,4.2422061435421945,0.023297646071290267,1.8970570777444922,36864,2.357940674618071,32
33,k_proj,base_model.model.model.language_model.layers.33.self_attn.k_proj,4.203163886934552,3.4884965133117074,0.02189147857778412,1.805728862935169,36864,2.327682728679766,32
33,o_proj,base_model.model.model.language_model.layers.33.self_attn.o_proj,11.278615403503336,10.836663269948623,0.044057091419934906,4.69657408232634,65536,2.4014558709807545,32
33,q_proj,base_model.model.model.language_model.layers.33.self_attn.q_proj,3.458247074150013,3.0349000687500856,0.013508777633398488,1.4744377785290235,65536,2.3454683029070695,32
33,v_proj,base_model.model.model.language_model.layers.33.self_attn.v_proj,3.545683691414945,3.3984723839994464,0.01846710255945284,1.5022001668733387,36864,2.3603270520155686,32
34,k_proj,base_model.model.model.language_model.layers.34.self_attn.k_proj,2.6873899699287307,2.264540603205045,0.013996822760045472,1.1559787125418057,36864,2.3247746180536915,32
34,o_proj,base_model.model.model.language_model.layers.34.self_attn.o_proj,19.986613188700066,19.457315733704426,0.07807270776835963,7.950440019823422,65536,2.5139002544334663,32
34,q_proj,base_model.model.model.language_model.layers.34.self_attn.q_proj,2.5219526414963296,2.224860337711636,0.009851377505845037,1.0786822105829694,65536,2.3379940975686173,32
34,v_proj,base_model.model.model.language_model.layers.34.self_attn.v_proj,7.1251093776335725,6.843745956585388,0.03710994467517486,3.0285966734756533,36864,2.352610844498381,32
35,k_proj,base_model.model.model.language_model.layers.35.self_attn.k_proj,1.6214289253190812,1.5468773574417543,0.008444942319370215,0.6989516548652139,36864,2.3198012538235697,32
35,o_proj,base_model.model.model.language_model.layers.35.self_attn.o_proj,12.910052406347692,12.670234530919,0.05042989221229567,5.278082629111744,65536,2.4459739101346853,32
35,q_proj,base_model.model.model.language_model.layers.35.self_attn.q_proj,2.0709374945010737,1.9707115742227979,0.008089599587894819,0.8860749555495745,65536,2.3372035080437636,32
35,v_proj,base_model.model.model.language_model.layers.35.self_attn.v_proj,3.7006877980102657,3.6213678605404986,0.0192744156146368,1.5897242072501867,36864,2.327880383988058,32
4,k_proj,base_model.model.model.language_model.layers.4.self_attn.k_proj,1.9943285877661887,1.7916249819344816,0.010387128061282233,0.8505136710251935,36864,2.344851888578594,32
4,o_proj,base_model.model.model.language_model.layers.4.self_attn.o_proj,10.914634976505777,10.163810953795188,0.04263529287697569,4.4853587955931085,65536,2.4333917249217576,32
4,q_proj,base_model.model.model.language_model.layers.4.self_attn.q_proj,1.5829540537499065,1.4502727625105953,0.006183414272460572,0.6765058735627782,65536,2.3398969848002884,32
4,v_proj,base_model.model.model.language_model.layers.4.self_attn.v_proj,8.8559549035312,8.077484789984384,0.04612476512255834,3.734125439735835,36864,2.3716275862853626,32
5,k_proj,base_model.model.model.language_model.layers.5.self_attn.k_proj,2.2326042578867664,2.011703667827423,0.011628147176493575,0.9613811391179633,36864,2.3222883901530964,32
5,o_proj,base_model.model.model.language_model.layers.5.self_attn.o_proj,5.4428255177046525,4.977539634251506,0.0212610371785338,2.26319443461361,65536,2.404930585927157,32
5,q_proj,base_model.model.model.language_model.layers.5.self_attn.q_proj,2.5228397852250346,2.076005923652645,0.009854842911035291,1.075108173105528,65536,2.34659157872138,32
5,v_proj,base_model.model.model.language_model.layers.5.self_attn.v_proj,5.2139464702292475,4.851489782953535,0.027155971199110663,2.1955930895962297,36864,2.3747325927255027,32
6,k_proj,base_model.model.model.language_model.layers.6.self_attn.k_proj,1.9676674517895836,1.8508788102551725,0.010248267978070748,0.8468041815823136,36864,2.3236392717286902,32
6,o_proj,base_model.model.model.language_model.layers.6.self_attn.o_proj,6.363878622236274,6.015452252357451,0.024858900868110444,2.6830557009933664,65536,2.371877192067778,32
6,q_proj,base_model.model.model.language_model.layers.6.self_attn.q_proj,2.1732309375503083,2.0224443895255617,0.008489183349805892,0.9265536303323083,65536,2.345499349854096,32
6,v_proj,base_model.model.model.language_model.layers.6.self_attn.v_proj,5.959101452415014,5.6177233019019335,0.0310369867313282,2.518635525858529,36864,2.366003890293421,32
7,k_proj,base_model.model.model.language_model.layers.7.self_attn.k_proj,1.7114728168140672,1.5896938020104574,0.0089139209209066,0.7317333035695377,36864,2.3389297828381426,32
7,o_proj,base_model.model.model.language_model.layers.7.self_attn.o_proj,6.571027564975089,6.263760559808698,0.02566807642568394,2.7585002268378758,65536,2.3821015133664973,32
7,q_proj,base_model.model.model.language_model.layers.7.self_attn.q_proj,1.8541699540737322,1.7438608700050544,0.007242851383100516,0.7879452794428303,65536,2.353170965608246,32
7,v_proj,base_model.model.model.language_model.layers.7.self_attn.v_proj,5.126752844565691,4.834359539529656,0.026701837732112974,2.1706919505567597,36864,2.361805802637524,32
8,k_proj,base_model.model.model.language_model.layers.8.self_attn.k_proj,2.3133527530559763,2.125631363036726,0.012048712255499876,0.990005397407912,36864,2.3367072130232187,32
8,o_proj,base_model.model.model.language_model.layers.8.self_attn.o_proj,9.887646836397467,9.423131502521992,0.038623620454677605,4.112372370539,65536,2.40436564237917,32
8,q_proj,base_model.model.model.language_model.layers.8.self_attn.q_proj,2.856366577571261,2.6637591423122213,0.011157681943637738,1.1989220474182083,65536,2.382445617478668,32
8,v_proj,base_model.model.model.language_model.layers.8.self_attn.v_proj,7.423668488342415,7.015394830094029,0.03866494004345008,3.1484759086488707,36864,2.3578609790046134,32
9,k_proj,base_model.model.model.language_model.layers.9.self_attn.k_proj,2.934449829382963,2.593135230751634,0.0152835928613696,1.2664159143604974,36864,2.317129622351206,32
9,o_proj,base_model.model.model.language_model.layers.9.self_attn.o_proj,11.056331863651335,10.414906417239052,0.04318879634238803,4.6027679601557345,65536,2.4021049853820227,32
9,q_proj,base_model.model.model.language_model.layers.9.self_attn.q_proj,2.1607383115804444,2.012106535687689,0.00844038402961111,0.924947906033936,65536,2.336064871852624,32
9,v_proj,base_model.model.model.language_model.layers.9.self_attn.v_proj,10.474858266852484,9.868114349643044,0.05455655347319002,4.379951382321585,36864,2.3915466982411857,32
