layer,module,module_path,cosine,dot_product,preference_grad_norm,sft_grad_norm,pairs
12,q_proj,base_model.model.model.language_model.layers.12.self_attn.q_proj,0.7194079324491669,13.738231105147861,18.104096688643622,1.0548209218839333,32
12,v_proj,base_model.model.model.language_model.layers.12.self_attn.v_proj,0.6754425296186012,97.73013902717503,50.31885420856487,2.875473505826362,32
13,k_proj,base_model.model.model.language_model.layers.13.self_attn.k_proj,0.6766963724412453,12.802218966418877,17.690087690003637,1.0694522953033276,32
13,o_proj,base_model.model.model.language_model.layers.13.self_attn.o_proj,0.6564950062265609,66.31120622827439,42.937306112875625,2.352451658989092,32
13,q_proj,base_model.model.model.language_model.layers.13.self_attn.q_proj,0.6509386277703196,12.023927382891998,17.884438157715795,1.0328351255834658,32
13,v_proj,base_model.model.model.language_model.layers.13.self_attn.v_proj,0.6674739685035098,48.9692929048324,36.73220750865127,1.9972961786405403,32
14,k_proj,base_model.model.model.language_model.layers.14.self_attn.k_proj,0.6770071547901356,6.9436594899743795,13.593334850187318,0.7545171952750588,32
14,o_proj,base_model.model.model.language_model.layers.14.self_attn.o_proj,0.6866280053010226,243.58634198824438,78.11870320049808,4.5412602949146,32
14,q_proj,base_model.model.model.language_model.layers.14.self_attn.q_proj,0.7179534244210022,8.939645786304027,14.639479751256319,0.8505471556424451,32
14,v_proj,base_model.model.model.language_model.layers.14.self_attn.v_proj,0.6645379232474733,146.2595048066578,62.92728806845951,3.4975611245437452,32
15,k_proj,base_model.model.model.language_model.layers.15.self_attn.k_proj,0.7279765704099196,9.37379906710703,14.727743939482943,0.8743030897213114,32
15,o_proj,base_model.model.model.language_model.layers.15.self_attn.o_proj,0.6781202563734768,185.4036035189638,70.02004102327147,3.904712767312454,32
15,q_proj,base_model.model.model.language_model.layers.15.self_attn.q_proj,0.6931668914089124,6.22912890848238,12.60454213504969,0.712955515787159,32
15,v_proj,base_model.model.model.language_model.layers.15.self_attn.v_proj,0.6869895636473136,42.264556586160325,33.003152150057474,1.864106650420863,32
16,k_proj,base_model.model.model.language_model.layers.16.self_attn.k_proj,0.6518384230667791,6.327060558833182,13.239268500443407,0.7331587879908422,32
16,o_proj,base_model.model.model.language_model.layers.16.self_attn.o_proj,0.6809252456133775,105.29900939785875,51.76345454996819,2.987456547438528,32
16,q_proj,base_model.model.model.language_model.layers.16.self_attn.q_proj,0.6858460378180694,13.139815556642134,18.079080695189333,1.059708192488438,32
16,v_proj,base_model.model.model.language_model.layers.16.self_attn.v_proj,0.6728156120069171,68.69475342478836,42.617179523226014,2.395757215043745,32
17,k_proj,base_model.model.model.language_model.layers.17.self_attn.k_proj,0.7005783710398951,7.060540414182469,13.370297586272903,0.7537722491853023,32
17,o_proj,base_model.model.model.language_model.layers.17.self_attn.o_proj,0.6772391684639872,257.02127280447166,81.7246267391048,4.64380587289998,32
17,q_proj,base_model.model.model.language_model.layers.17.self_attn.q_proj,0.7146173205753408,12.747149646049365,17.851337263660504,0.9992376535676781,32
17,v_proj,base_model.model.model.language_model.layers.17.self_attn.v_proj,0.6761673072437315,89.11757616093382,47.87283980684413,2.7530874500385867,32
18,k_proj,base_model.model.model.language_model.layers.18.self_attn.k_proj,0.6731014471445997,6.126642783521675,12.667800817073472,0.7185232224711366,32
18,o_proj,base_model.model.model.language_model.layers.18.self_attn.o_proj,0.6706752163095461,309.1621772083454,89.99884479206824,5.1219715765792895,32
18,q_proj,base_model.model.model.language_model.layers.18.self_attn.q_proj,0.6942188613496754,8.068325164727867,14.460933163511882,0.8036938865160592,32
18,v_proj,base_model.model.model.language_model.layers.18.self_attn.v_proj,0.6800756214518886,169.09542291180696,66.20586949208675,3.755589806311229,32
19,k_proj,base_model.model.model.language_model.layers.19.self_attn.k_proj,0.7179825468269434,5.251701205066638,11.317891000876399,0.6462798487338326,32
19,o_proj,base_model.model.model.language_model.layers.19.self_attn.o_proj,0.6648854367160825,167.25847205682658,67.05118407720985,3.751758308540843,32
19,q_proj,base_model.model.model.language_model.layers.19.self_attn.q_proj,0.6693193424516913,14.391662399983034,20.064785761579145,1.071625551035794,32
19,v_proj,base_model.model.model.language_model.layers.19.self_attn.v_proj,0.6922956275606876,71.24178519204725,42.689747337814104,2.4105692956463676,32
2,k_proj,base_model.model.model.language_model.layers.2.self_attn.k_proj,0.7443830622201985,0.4266917860295507,3.281788484525372,0.17466553290487835,32
2,o_proj,base_model.model.model.language_model.layers.2.self_attn.o_proj,0.727323779831593,96.8763776459964,49.9440744490816,2.6668963387616045,32
2,q_proj,base_model.model.model.language_model.layers.2.self_attn.q_proj,0.7607072665379494,0.5213423747263732,3.6360863017297245,0.1884826062921224,32
2,v_proj,base_model.model.model.language_model.layers.2.self_attn.v_proj,0.7248735238050057,111.80598378494324,53.99624721198037,2.8565329171471547,32
20,k_proj,base_model.model.model.language_model.layers.20.self_attn.k_proj,0.725427259118772,5.68300184236432,11.574409422702374,0.6768385483144743,32
20,o_proj,base_model.model.model.language_model.layers.20.self_attn.o_proj,0.6619694359714099,261.6477442001924,83.34627636042863,4.742341832643225,32
20,q_proj,base_model.model.model.language_model.layers.20.self_attn.q_proj,0.7040628151860221,6.017807521740906,12.444198106363025,0.6868469415311804,32
20,v_proj,base_model.model.model.language_model.layers.20.self_attn.v_proj,0.6850175221843418,101.31662726891227,50.874242571743146,2.9072413511378326,32
21,k_proj,base_model.model.model.language_model.layers.21.self_attn.k_proj,0.6999937320607288,5.036378117394634,11.160101231168012,0.6446975844966069,32
21,o_proj,base_model.model.model.language_model.layers.21.self_attn.o_proj,0.669929617039442,193.88119872531388,69.26217543300993,4.178403630231592,32
21,q_proj,base_model.model.model.language_model.layers.21.self_attn.q_proj,0.6735573702484696,28.657012537121773,27.24783011970879,1.5614367548530086,32
21,v_proj,base_model.model.model.language_model.layers.21.self_attn.v_proj,0.6678046684158473,90.16382250050083,47.68863433812728,2.8311832414067712,32
22,k_proj,base_model.model.model.language_model.layers.22.self_attn.k_proj,0.7391837089013652,9.779561595525593,14.24406073215832,0.9288234744357913,32
22,o_proj,base_model.model.model.language_model.layers.22.self_attn.o_proj,0.6667604010273103,61.51486398698762,39.38946253589754,2.342233639092009,32
22,q_proj,base_model.model.model.language_model.layers.22.self_attn.q_proj,0.6958872082556201,34.70994187972974,28.751776253598248,1.7348037528200018,32
22,v_proj,base_model.model.model.language_model.layers.22.self_attn.v_proj,0.6743784581833376,64.34940185211599,40.34229381715075,2.3652673519134777,32
23,k_proj,base_model.model.model.language_model.layers.23.self_attn.k_proj,0.6949986100134979,15.314684834331274,19.018822233695655,1.1586186330136943,32
23,o_proj,base_model.model.model.language_model.layers.23.self_attn.o_proj,0.659600408750024,865.8007280690072,151.6796474556203,8.653857110559738,32
23,q_proj,base_model.model.model.language_model.layers.23.self_attn.q_proj,0.6735483521255434,22.615136787993833,23.524616752792355,1.4272757402785365,32
23,v_proj,base_model.model.model.language_model.layers.23.self_attn.v_proj,0.6515163816532887,126.19126488972688,57.02943792006925,3.396290750178327,32
24,k_proj,base_model.model.model.language_model.layers.24.self_attn.k_proj,0.7031116905171443,9.714825588394888,15.260398889811732,0.9054089920796349,32
24,o_proj,base_model.model.model.language_model.layers.24.self_attn.o_proj,0.6783063487843357,249.1742625995539,78.97562245657514,4.65140592963507,32
24,q_proj,base_model.model.model.language_model.layers.24.self_attn.q_proj,0.6978796318306423,13.091972170979716,17.830549317250483,1.0521067992000592,32
24,v_proj,base_model.model.model.language_model.layers.24.self_attn.v_proj,0.6561998169336389,125.172221817018,56.732463243509926,3.3623290723785084,32
25,k_proj,base_model.model.model.language_model.layers.25.self_attn.k_proj,0.6469102468451291,4.237883918744046,11.182170935261517,0.5858398360406548,32
25,o_proj,base_model.model.model.language_model.layers.25.self_attn.o_proj,0.6632908017287169,95.03191502764821,50.73773031382031,2.823803489532953,32
25,q_proj,base_model.model.model.language_model.layers.25.self_attn.q_proj,0.6699876950635567,6.70095193979796,13.15555023652294,0.7602574055121597,32
25,v_proj,base_model.model.model.language_model.layers.25.self_attn.v_proj,0.6601289313459595,71.56102400133386,43.57949975972479,2.4875140293105695,32
26,k_proj,base_model.model.model.language_model.layers.26.self_attn.k_proj,0.6568245423423991,8.883560888119973,15.966501013379899,0.8470868864321798,32
26,o_proj,base_model.model.model.language_model.layers.26.self_attn.o_proj,0.6692178564685523,214.29451327444986,75.14232303100252,4.261464882715659,32
26,q_proj,base_model.model.model.language_model.layers.26.self_attn.q_proj,0.6652206223080528,24.886312037706375,25.26875858508419,1.4805085909521982,32
26,v_proj,base_model.model.model.language_model.layers.26.self_attn.v_proj,0.6722022796315156,108.10299493803177,52.66717244185825,3.0534987193417313,32
27,k_proj,base_model.model.model.language_model.layers.27.self_attn.k_proj,0.6929454163537371,10.61204486945644,16.494834401529317,0.9284362555514093,32
27,o_proj,base_model.model.model.language_model.layers.27.self_attn.o_proj,0.6777961349385974,1536.864004451665,199.57942907258914,11.361105035805343,32
27,q_proj,base_model.model.model.language_model.layers.27.self_attn.q_proj,0.733488900115894,42.7133676065132,30.560542783104864,1.9055011004699864,32
27,v_proj,base_model.model.model.language_model.layers.27.self_attn.v_proj,0.6752745725984308,135.37892258400097,59.0476216521125,3.3952225536059055,32
28,k_proj,base_model.model.model.language_model.layers.28.self_attn.k_proj,0.7018034586090268,18.782528687268496,21.65033387076476,1.236157928370765,32
28,o_proj,base_model.model.model.language_model.layers.28.self_attn.o_proj,0.6730291594178859,299.8499530387926,88.17959870983046,5.052449557867478,32
28,q_proj,base_model.model.model.language_model.layers.28.self_attn.q_proj,0.6711241295112916,31.351980414940044,27.978476371804174,1.6696985312900117,32
28,v_proj,base_model.model.model.language_model.layers.28.self_attn.v_proj,0.6705555911772463,124.01778550731251,56.2492048296256,3.2880074791499214,32
29,k_proj,base_model.model.model.language_model.layers.29.self_attn.k_proj,0.6943238827286252,8.383971922332421,15.445027953909781,0.7818060241824749,32
29,o_proj,base_model.model.model.language_model.layers.29.self_attn.o_proj,0.6863543994305558,54.81680644513108,37.352772805251696,2.1381711354650075,32
29,q_proj,base_model.model.model.language_model.layers.29.self_attn.q_proj,0.6751540413512745,21.629749371437356,24.090066277438204,1.3298743840456264,32
29,v_proj,base_model.model.model.language_model.layers.29.self_attn.v_proj,0.6915194665911024,73.74559990759008,43.61246262850637,2.4452377527242652,32
3,k_proj,base_model.model.model.language_model.layers.3.self_attn.k_proj,0.7124470010460745,3.286804600909818,8.938671560566283,0.5161172130939023,32
3,o_proj,base_model.model.model.language_model.layers.3.self_attn.o_proj,0.7202990675453322,88.34295447297336,47.40293743111886,2.5873418441032743,32
3,q_proj,base_model.model.model.language_model.layers.3.self_attn.q_proj,0.6975897731739471,4.062248569331132,10.26262531144116,0.5674242812175329,32
3,v_proj,base_model.model.model.language_model.layers.3.self_attn.v_proj,0.7290258117250181,82.52398440297111,45.552293418664604,2.485003678379417,32
30,k_proj,base_model.model.model.language_model.layers.30.self_attn.k_proj,0.6320513216164958,14.017864236971946,20.17131050832163,1.0995003981889038,32
30,o_proj,base_model.model.model.language_model.layers.30.self_attn.o_proj,0.6828544816740947,127.19483953921008,57.059506428232694,3.2644747745495346,32
30,q_proj,base_model.model.model.language_model.layers.30.self_attn.q_proj,0.6786388168545036,13.187024148064665,18.634011865298127,1.0428017154663145,32
30,v_proj,base_model.model.model.language_model.layers.30.self_attn.v_proj,0.6771079946361622,58.01596028654603,38.85500018436604,2.2051728062917726,32
31,k_proj,base_model.model.model.language_model.layers.31.self_attn.k_proj,0.7126192276335209,8.416308237821795,14.586275545278161,0.8096916918548185,32
31,o_proj,base_model.model.model.language_model.layers.31.self_attn.o_proj,0.6844807091617724,198.5510813369474,71.15421368204369,4.07671564579411,32
31,q_proj,base_model.model.model.language_model.layers.31.self_attn.q_proj,0.6968621816281695,10.990301424695645,16.985711421958648,0.928493710309496,32
31,v_proj,base_model.model.model.language_model.layers.31.self_attn.v_proj,0.698338872827233,57.033163352753036,37.79037994378446,2.161125483860154,32
32,k_proj,base_model.model.model.language_model.layers.32.self_attn.k_proj,0.6260985598851666,6.036863654968329,13.834771565175037,0.6969420521007258,32
32,o_proj,base_model.model.model.language_model.layers.32.self_attn.o_proj,0.6682492265867762,114.34637166616449,55.348273594238435,3.0915754126582864,32
32,q_proj,base_model.model.model.language_model.layers.32.self_attn.q_proj,0.6124801538009434,3.9289867993211374,11.419808018571713,0.5617327515196233,32
32,v_proj,base_model.model.model.language_model.layers.32.self_attn.v_proj,0.6221082373085713,21.337088797125034,25.303946530857175,1.3554420401857503,32
33,k_proj,base_model.model.model.language_model.layers.33.self_attn.k_proj,0.6838169888980346,19.257547918361524,23.776685495118628,1.1844310601532617,32
33,o_proj,base_model.model.model.language_model.layers.33.self_attn.o_proj,0.6834260432524679,158.4891428121773,63.801483473698056,3.634772347176536,32
33,q_proj,base_model.model.model.language_model.layers.33.self_attn.q_proj,0.6609080603970675,13.090872471802868,19.56279965720009,1.0125035071518056,32
33,v_proj,base_model.model.model.language_model.layers.33.self_attn.v_proj,0.6736205588064978,15.21445592704913,20.057415857136462,1.1260718818320543,32
34,k_proj,base_model.model.model.language_model.layers.34.self_attn.k_proj,0.6353605712822065,7.298095709818881,15.20217337143454,0.7555854969025638,32
34,o_proj,base_model.model.model.language_model.layers.34.self_attn.o_proj,0.6836646876581134,499.39331043619313,113.06135774945841,6.460786286432584,32
34,q_proj,base_model.model.model.language_model.layers.34.self_attn.q_proj,0.6483283164194308,6.888350786626688,14.266318517067045,0.7447462908665093,32
34,v_proj,base_model.model.model.language_model.layers.34.self_attn.v_proj,0.6468577733402741,60.10656336029933,40.30570526096449,2.3054014996731804,32
35,k_proj,base_model.model.model.language_model.layers.35.self_attn.k_proj,0.6120025692675307,2.972163118654862,9.172187106441108,0.529476256817798,32
35,o_proj,base_model.model.model.language_model.layers.35.self_attn.o_proj,0.6896789564544615,215.54246735648485,73.03028481601727,4.279399983459773,32
35,q_proj,base_model.model.model.language_model.layers.35.self_attn.q_proj,0.6774737213579418,5.007931321742944,11.714991566201501,0.6309921119399599,32
35,v_proj,base_model.model.model.language_model.layers.35.self_attn.v_proj,0.6806758064545008,17.430683486687485,20.934251496218973,1.2232540575249278,32
4,k_proj,base_model.model.model.language_model.layers.4.self_attn.k_proj,0.7289983475167513,5.007124918978661,11.281626146589302,0.6088217774602881,32
4,o_proj,base_model.model.model.language_model.layers.4.self_attn.o_proj,0.726444922813567,155.83394769899314,61.74249924850486,3.4743628669387276,32
4,q_proj,base_model.model.model.language_model.layers.4.self_attn.q_proj,0.7161845944240369,3.060718546388671,8.954540365706348,0.477260093267328,32
4,v_proj,base_model.model.model.language_model.layers.4.self_attn.v_proj,0.7201997186376583,97.9343550617632,50.09684612935336,2.7143868006308516,32
5,k_proj,base_model.model.model.language_model.layers.5.self_attn.k_proj,0.6812053989290024,6.217180936306249,12.629516883661537,0.7226511323190238,32
5,o_proj,base_model.model.model.language_model.layers.5.self_attn.o_proj,0.7313133188668666,38.26554862984631,30.789270659073125,1.6994369630821227,32
5,q_proj,base_model.model.model.language_model.layers.5.self_attn.q_proj,0.7672660377435209,7.915633596829139,14.27133695983868,0.7228947117907968,32
5,v_proj,base_model.model.model.language_model.layers.5.self_attn.v_proj,0.7055876086982622,34.54011329601053,29.494535246742114,1.6597063487095878,32
6,k_proj,base_model.model.model.language_model.layers.6.self_attn.k_proj,0.6798744700227773,4.875876754987985,11.130807986243749,0.6443135955514407,32
6,o_proj,base_model.model.model.language_model.layers.6.self_attn.o_proj,0.7152368751455026,52.13982304208912,35.999533827450975,2.0249895148829564,32
6,q_proj,base_model.model.model.language_model.layers.6.self_attn.q_proj,0.700235222804245,6.095632526790723,12.293650664209771,0.7080989610231635,32
6,v_proj,base_model.model.model.language_model.layers.6.self_attn.v_proj,0.7052420557954835,44.464399612974375,33.70976837425009,1.8703309536108546,32
7,k_proj,base_model.model.model.language_model.layers.7.self_attn.k_proj,0.7090927970322596,3.504595591861289,9.68155227668535,0.5104930592303082,32
7,o_proj,base_model.model.model.language_model.layers.7.self_attn.o_proj,0.7116987058760428,56.92515729600564,37.1713452044609,2.151789505196101,32
7,q_proj,base_model.model.model.language_model.layers.7.self_attn.q_proj,0.7140102220903329,4.622737495228648,10.488769183983084,0.6172630418239101,32
7,v_proj,base_model.model.model.language_model.layers.7.self_attn.v_proj,0.6980301570488545,32.28164024470607,29.001293614878577,1.5946450797693423,32
8,k_proj,base_model.model.model.language_model.layers.8.self_attn.k_proj,0.7054100949558098,6.6600391222164035,13.086299351699596,0.7214699702927442,32
8,o_proj,base_model.model.model.language_model.layers.8.self_attn.o_proj,0.7186897034505277,130.8192434387165,55.9329770239549,3.2543351357951034,32
8,q_proj,base_model.model.model.language_model.layers.8.self_attn.q_proj,0.7576716135240843,11.514843175187707,16.158049412441994,0.9405634086382064,32
8,v_proj,base_model.model.model.language_model.layers.8.self_attn.v_proj,0.7126494509413765,71.49122549492313,41.99461063510246,2.388818908156472,32
9,k_proj,base_model.model.model.language_model.layers.9.self_attn.k_proj,0.7187973580307342,9.91089700278826,16.599754987267204,0.8306246451820569,32
9,o_proj,base_model.model.model.language_model.layers.9.self_attn.o_proj,0.7033115336438321,155.8142136830138,62.54405788669406,3.54220162389928,32
9,q_proj,base_model.model.model.language_model.layers.9.self_attn.q_proj,0.7121342193014545,6.031583020812832,12.222981699904826,0.6929346737831282,32
9,v_proj,base_model.model.model.language_model.layers.9.self_attn.v_proj,0.705829912876672,140.2042715291027,59.25474649967486,3.3522626714267765,32
